window_start,entropy_nose,entropy_left_wrist,entropy_right_wrist,entropy_shoulders,postural_stability,velocity_nose,velocity_left_wrist,velocity_right_wrist,gaze_proxy,symmetry,state
300.0,0.009322046828999717,0.02725608930681751,0.05485042957089689,0.003100418885060732,0.0014546368089361846,0.01713138983050848,0.036975864406779656,0.028377745762711865,0.01713138983050848,0.004649007176949152,R
305.0,0.0077550671923319195,0.031038435907642655,0.039552735713292354,0.0028016308661841793,0.0011564513877171136,0.019610949152542374,0.05498730508474577,0.030626457627118648,0.019610949152542374,0.005017943894052258,R
310.0,0.010981916924281925,0.02399009482823587,0.029856237979943506,0.002976073780264123,0.001175198648493017,0.019525237288135593,0.04969052542372881,0.03128981355932205,0.019525237288135593,0.003717826165440677,R
315.0,0.011434301325937852,0.029182650795204525,0.03823950081440395,0.0022257958594223168,0.0010470187037994333,0.019159881355932204,0.04924181355932202,0.034645661016949166,0.019159881355932204,0.006887036276442089,R
320.0,0.010899604807282484,0.033092551785964694,0.041449290535012416,0.0016115204283070623,0.0010309000936116522,0.015435677966101695,0.04507330508474577,0.03457642372881356,0.015435677966101695,0.009359244100997463,R
325.0,0.010825634309909037,0.028464393694275135,0.035598558863409895,0.0017102414754810735,0.0010802770394580461,0.011459881355932204,0.035171457627118645,0.03379261016949153,0.011459881355932204,0.0066903320281152525,R
330.0,0.010613377527854802,0.03186950778172401,0.04686356363049886,0.0014016190016497177,0.000976853668558845,0.011125644067796613,0.03882335593220339,0.030527033898305096,0.011125644067796613,0.008640175192160735,R
335.0,0.00573100452370141,0.020268800953085593,0.03506729368171753,0.0005423573841375706,0.0003203794800525597,0.011001762711864406,0.027238491525423736,0.029737084745762716,0.011001762711864406,0.0060617669355646905,R
340.0,0.004759662339550282,0.014344463300144352,0.036293309419900284,0.0002542174973418081,0.00022297508169486432,0.00873123728813559,0.027485542372881356,0.023133288135593223,0.00873123728813559,0.005770653480650849,R
345.0,0.00473640485057401,0.01487008513726977,0.03750010940520198,0.0002439134281242939,0.0002093829860664053,0.009195999999999998,0.028079779661016956,0.02117540677966102,0.009195999999999998,0.00611144811324491,R
350.0,0.004530428708968925,0.015242161148382765,0.038276088490491245,0.0002578800864265538,0.00020507838340739595,0.009391898305084743,0.029168576271186443,0.02187,0.009391898305084743,0.006094927429096044,R
355.0,0.006443116859781639,0.026316211900410735,0.05912910194181472,0.00033829458617570633,0.0001860656220311723,0.01185352542372881,0.043603406779661014,0.020706847457627114,0.01185352542372881,0.01168696618981215,R
360.0,0.005453803650960169,0.021834254788980226,0.04696792410106864,0.00024900060708672327,0.00012355100106998168,0.011625932203389824,0.039739288135593215,0.024040525423728813,0.011625932203389824,0.009934521963687852,R
365.0,0.005602597967488699,0.01864763851481977,0.04287784131920395,0.0002155413085892656,9.752538225170024e-05,0.008365033898305082,0.0353407627118644,0.023895169491525422,0.008365033898305082,0.008338811901310734,R
370.0,0.006078935935450566,0.017641136130571753,0.04026991069942684,0.0001824486431096045,0.00010772714863401137,0.008241898305084743,0.03360747457627118,0.025491864406779655,0.008241898305084743,0.007450185961824859,R
375.0,0.006442736340313841,0.016489047034706217,0.03915185800975479,0.00014213206316045202,0.00013817455146028057,0.007139016949152536,0.03150038983050847,0.02613050847457627,0.007139016949152536,0.006335831213273448,R
380.0,0.006514504382757909,0.015443388241744346,0.038939187334798606,0.00013503346178192098,0.00012962054345357004,0.006822762711864405,0.03071294915254237,0.02467577966101695,0.006822762711864405,0.005611016086360171,R
385.0,0.0023758343670802254,0.005101401930354521,0.014341091322674294,5.844372110225988e-05,7.999066359778912e-05,0.005497711864406777,0.01697652542372881,0.021757305084745764,0.005497711864406777,0.001254786161731073,R
390.0,0.005880784820981638,0.009755131062582769,0.028654726013955648,0.0001704440909375706,0.00040926515092163795,0.009165610169491524,0.02203867796610169,0.023273254237288134,0.009165610169491524,0.0032463679794872886,R
395.0,0.0059725979518547995,0.010405416225260453,0.029047665748262144,0.0001807180194610169,0.00039799732512400045,0.00964791525423729,0.021268423728813563,0.023992406779661017,0.00964791525423729,0.0036493522052788146,R
400.0,0.008945656555093502,0.01734161710829548,0.045622442853549716,0.00025161006016892647,0.0005623929053964083,0.013321644067796613,0.02638437288135593,0.025383338983050854,0.013321644067796613,0.005903246327823728,R
405.0,0.009651421603153392,0.02028979332139294,0.049310654164433323,0.0002930645192824858,0.0005580411581275393,0.021049406779661013,0.03840491525423729,0.028916847457627123,0.021049406779661013,0.006937426754548307,R
410.0,0.010535872325022318,0.02199073101008559,0.047543948174344604,0.000431359025039548,0.0006362787062708725,0.021232254237288143,0.03951599999999999,0.028606254237288138,0.021232254237288143,0.00747192105057288,R
415.0,0.011378356173151128,0.020783368592819214,0.04347340469407654,0.0004674090250833333,0.0006977680723731143,0.017940135593220344,0.037788864406779664,0.02644689830508475,0.017940135593220344,0.007914253094345765,R
420.0,0.008028990218462992,0.015570270442058195,0.03164173020579519,0.00034067695479943503,0.00040034472970726294,0.013735661016949154,0.03037920338983051,0.023755118644067805,0.013735661016949154,0.004737731564689264,R
425.0,0.009814569179283333,0.015418532218300564,0.034683243961851684,0.00035382024947655364,0.0004161079276912035,0.017180118644067797,0.03404944067796609,0.028015220338983057,0.017180118644067797,0.005239119234844069,R
430.0,0.010314120827192094,0.014427151654507062,0.03679526516013193,0.00033825108463050857,0.00039288734900718103,0.016063949152542376,0.03815959322033898,0.03365084745762712,0.016063949152542376,0.005281902954868644,R
435.0,0.010674415003121752,0.01901101995119294,0.03841070537816948,0.00041874054890819203,0.0004949448184039352,0.014447983050847461,0.03524962711864407,0.030821033898305088,0.014447983050847461,0.0064560636228372876,R
440.0,0.011532254005735026,0.017605958179407345,0.04095229842583023,0.0005879996258615817,0.0006131197455781622,0.0146625593220339,0.03525967796610171,0.0318451186440678,0.0146625593220339,0.006508512029443787,R
445.0,0.012246812934901131,0.01780166423389039,0.04695138572399859,0.0006240009282638416,0.0008808063326632613,0.01483213559322034,0.03605449152542374,0.03292252542372882,0.01483213559322034,0.005899032012694913,R
450.0,0.013893210089544633,0.019774540816212147,0.050165632661823445,0.0006812227467556495,0.0011004235965370525,0.014658406779661022,0.03833983050847458,0.0317885593220339,0.014658406779661022,0.006606754771342374,R
455.0,0.012692841582892654,0.020042144671504804,0.04609713827587991,0.0006760235971932202,0.0011897158305172893,0.012033762711864413,0.032744983050847457,0.026401508474576278,0.012033762711864413,0.006481543262671473,R
460.0,0.00564348566797034,0.01608987838374802,0.01950388773990903,0.000449137393406497,0.000635242876632058,0.008482661016949158,0.023393694915254233,0.019674745762711873,0.008482661016949158,0.0032095725001426547,R
465.0,0.005382554625212428,0.010353157144923728,0.014339649019048021,0.00021167441245056493,0.00024652596271583656,0.01027776271186441,0.022033169491525423,0.021830186440677975,0.01027776271186441,0.0002453797529604521,R
470.0,0.006475989158338982,0.011519465720689265,0.01751501260678164,0.00022205011075141238,0.0003573529069864553,0.013034966101694925,0.025267033898305074,0.028059372881355935,0.013034966101694925,0.0003101438028474575,R
475.0,0.012346897585554236,0.01404270570728785,0.018066240207941245,0.00037345743175480227,0.0005647473140211457,0.014175796610169501,0.024101440677966095,0.02726340677966102,0.014175796610169501,0.00045833513947118637,R
